cliente_id,churn,genero,customer.SeniorCitizen,customer.Partner,customer.Dependents,meses_tenencia,telefono_servicio,telefono_lineas_multiples,internet_servicio,internet_seguridad,internet_respaldo,internet_proteccion,internet_soporte,internet_tv,internet_peliculas,contrato,facturacion_electronica,metodo_pago,cargo_mensual,cargo_total,internet_activo,telefono_activo,cuentas_diarias,servicios_contratados,gasto_estimado
5624-bqssa,1,female,0,no,no,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.95,20.95,0,1,0.6983333333333334,1,20.95
5624-ryamh,0,female,0,no,no,9,1,0,no,0,0,0,0,0,0,month-to-month,1,electronic check,19.5,178.85,0,1,0.65,1,175.5
5626-mgtuk,0,female,0,no,no,20,1,1,fiber optic,1,0,0,0,1,0,month-to-month,1,bank transfer (automatic),89.1,1879.25,1,1,2.9699999999999998,5,1782.0
5627-tvbpp,0,female,0,no,yes,35,1,0,no,0,0,0,0,0,0,one year,1,credit card (automatic),20.1,644.5,0,1,0.67,1,703.5
5628-fcgyg,0,male,0,no,no,21,1,1,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,84.1,1737.45,1,1,2.8033333333333332,4,1766.1
5628-rkifk,0,female,1,no,no,49,1,1,fiber optic,1,0,0,0,1,1,month-to-month,0,credit card (automatic),101.55,5070.4,1,1,3.385,6,4975.95
5630-ahzil,0,female,0,no,yes,3,1,0,dsl,1,0,0,1,0,1,month-to-month,1,bank transfer (automatic),64.5,177.4,1,1,2.15,5,193.5
5630-ixdxv,0,female,0,no,no,47,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,106.35,4849.1,1,1,3.545,7,4998.45
5639-ntupk,0,male,0,no,yes,13,1,0,dsl,1,0,0,0,0,0,month-to-month,1,credit card (automatic),52.1,670.65,1,1,1.7366666666666668,3,677.3000000000001
5640-caxoa,0,female,0,no,no,30,0,0,dsl,0,0,0,1,0,1,one year,1,credit card (automatic),40.35,1187.05,1,0,1.345,3,1210.5
5641-dmbfj,0,female,0,yes,no,58,1,1,dsl,1,0,1,1,1,1,two year,1,electronic check,84.3,4916.4,1,1,2.81,8,4889.4
5642-mhdqt,0,female,0,yes,yes,53,1,0,no,0,0,0,0,0,0,one year,1,bank transfer (automatic),19.85,1039.45,0,1,0.6616666666666667,1,1052.0500000000002
5644-pdmzc,1,female,1,no,no,2,1,1,fiber optic,0,1,0,0,0,1,month-to-month,0,electronic check,89.5,161.5,1,1,2.9833333333333334,5,179.0
5647-fxotp,0,female,1,yes,no,60,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,105.9,6401.25,1,1,3.5300000000000002,7,6354.0
5647-urdka,0,male,0,yes,yes,8,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.7,130.25,0,1,0.6566666666666666,1,157.6
5649-anrml,1,male,1,no,no,2,1,0,fiber optic,0,1,1,1,0,1,month-to-month,1,credit card (automatic),95.1,180.25,1,1,3.17,6,190.2
5649-rxqtv,0,male,0,no,no,51,1,0,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,99.0,5038.15,1,1,3.3,6,5049.0
5649-tjhov,1,male,1,yes,no,27,0,0,dsl,0,0,0,0,0,1,month-to-month,0,bank transfer (automatic),36.5,1032.0,1,0,1.2166666666666666,2,985.5
5649-vukmc,1,female,0,no,no,12,1,0,fiber optic,0,0,1,0,1,1,one year,0,mailed check,95.5,1115.15,1,1,3.183333333333333,5,1146.0
5650-vduds,1,female,0,no,no,4,0,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,24.25,96.05,1,0,0.8083333333333333,1,97.0
5650-yliba,0,male,0,no,no,31,1,1,fiber optic,0,1,0,0,0,0,month-to-month,1,electronic check,81.15,2640.55,1,1,2.705,4,2515.65
5651-cpdnd,0,male,0,no,no,10,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,46.0,492.1,1,1,1.5333333333333334,2,460.0
5651-crhkq,0,female,0,yes,no,41,1,0,fiber optic,0,1,1,1,0,0,one year,1,bank transfer (automatic),86.2,3339.05,1,1,2.8733333333333335,5,3534.2000000000003
5651-wyiph,0,female,1,no,no,18,1,0,dsl,0,1,0,0,0,0,month-to-month,1,credit card (automatic),49.85,865.75,1,1,1.6616666666666666,3,897.3000000000001
5651-ylprd,0,female,0,yes,yes,32,1,0,fiber optic,0,1,0,0,1,0,month-to-month,1,electronic check,86.1,2723.75,1,1,2.8699999999999997,4,2755.2
5652-msdey,0,female,0,no,no,10,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,mailed check,75.75,777.3,1,1,2.525,3,757.5
5653-itxjk,0,female,0,yes,no,31,1,0,dsl,0,0,0,1,0,0,month-to-month,1,mailed check,49.2,1498.55,1,1,1.6400000000000001,3,1525.2
5655-jsmzm,1,male,1,no,no,49,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,96.2,4718.25,1,1,3.2066666666666666,5,4713.8
5656-jamlx,0,male,0,no,no,62,1,0,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),19.85,1253.65,0,1,0.6616666666666667,1,1230.7
5656-mjefc,0,male,0,yes,yes,42,0,0,dsl,1,0,1,1,1,0,two year,0,credit card (automatic),48.15,2032.3,1,0,1.605,5,2022.3
5663-qbgis,0,male,1,yes,no,72,1,1,fiber optic,0,1,0,0,1,1,two year,0,bank transfer (automatic),98.35,6929.4,1,1,3.2783333333333333,6,7081.2
5666-cycyz,0,female,0,no,no,24,1,1,fiber optic,0,0,0,1,0,1,month-to-month,1,electronic check,89.55,2259.35,1,1,2.985,5,2149.2
5666-mbjpt,0,male,0,no,no,65,1,1,no,0,0,0,0,0,0,two year,1,bank transfer (automatic),25.1,1725.0,0,1,0.8366666666666667,2,1631.5
5668-meisb,0,female,0,yes,yes,72,1,1,fiber optic,1,1,1,1,1,0,two year,0,credit card (automatic),106.1,7657.4,1,1,3.5366666666666666,8,7639.2
5669-sraip,1,female,0,no,no,5,0,0,dsl,0,0,1,0,0,1,month-to-month,0,electronic check,39.5,210.75,1,0,1.3166666666666667,3,197.5
5671-rqrlp,0,female,1,yes,no,70,1,1,fiber optic,0,0,0,0,0,0,two year,1,credit card (automatic),75.65,5411.4,1,1,2.521666666666667,3,5295.5
5671-uunxd,0,female,1,yes,no,50,1,1,fiber optic,0,0,0,1,1,1,one year,1,electronic check,100.65,5189.75,1,1,3.355,6,5032.5
5673-fssmf,1,female,0,no,no,1,1,1,dsl,0,0,0,0,0,1,month-to-month,1,electronic check,60.15,60.15,1,1,2.005,4,60.15
5673-tiyib,1,male,0,no,no,2,0,0,dsl,0,1,1,1,0,0,month-to-month,1,credit card (automatic),40.4,77.15,1,0,1.3466666666666667,4,80.8
5676-cflyy,0,male,0,yes,yes,71,1,0,dsl,0,1,0,1,1,1,two year,1,credit card (automatic),73.35,5154.5,1,1,2.445,6,5207.849999999999
5678-vfneq,0,female,0,yes,no,71,1,1,fiber optic,1,0,1,0,1,1,one year,1,credit card (automatic),104.1,7412.25,1,1,3.4699999999999998,7,7391.099999999999
5680-lqogp,0,female,0,no,no,68,1,0,dsl,1,1,1,1,1,1,two year,1,credit card (automatic),82.45,5646.6,1,1,2.7483333333333335,8,5606.6
5681-lloei,0,male,0,yes,yes,43,1,1,fiber optic,1,0,1,1,0,0,one year,1,credit card (automatic),91.25,4013.8,1,1,3.0416666666666665,6,3923.75
5684-fjvyr,0,female,0,yes,yes,72,1,1,fiber optic,1,1,0,1,0,0,two year,1,bank transfer (automatic),90.35,6563.4,1,1,3.0116666666666663,6,6505.2
5685-iixly,1,female,0,yes,yes,5,1,0,fiber optic,0,1,0,0,0,1,month-to-month,1,electronic check,83.6,404.2,1,1,2.7866666666666666,4,418.0
5686-cmawk,0,male,0,no,no,17,1,1,fiber optic,0,0,1,1,0,0,one year,0,electronic check,86.75,1410.25,1,1,2.8916666666666666,5,1474.75
5687-dkdtv,1,female,0,no,no,4,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.35,77.5,0,1,0.6783333333333333,1,81.4
5688-kztsn,1,male,0,yes,yes,15,1,0,no,0,0,0,0,0,0,month-to-month,1,electronic check,20.0,288.05,0,1,0.6666666666666666,1,300.0
5692-fptah,1,female,0,no,no,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,45.4,45.4,1,1,1.5133333333333332,2,45.4
5692-icxlw,0,male,1,no,no,31,1,1,fiber optic,0,1,0,0,1,0,month-to-month,1,electronic check,90.7,2845.15,1,1,3.0233333333333334,5,2811.7000000000003
5693-pipcs,0,male,0,no,no,41,1,0,fiber optic,0,1,0,1,1,1,two year,1,credit card (automatic),99.65,4220.35,1,1,3.3216666666666668,6,4085.65
5696-ceiqj,0,male,0,yes,yes,67,1,0,fiber optic,0,1,1,1,1,1,two year,0,bank transfer (automatic),103.15,6895.5,1,1,3.4383333333333335,7,6911.05
5696-excys,0,male,0,no,no,17,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),19.45,369.05,0,1,0.6483333333333333,1,330.65
5696-jvvqy,0,female,0,yes,yes,48,1,0,dsl,1,1,1,0,0,1,two year,1,credit card (automatic),70.1,3238.4,1,1,2.3366666666666664,6,3364.7999999999997
5696-qurrl,1,male,0,no,no,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,45.05,45.05,1,1,1.5016666666666665,2,45.05
5697-gombf,0,female,1,yes,yes,28,0,0,dsl,0,0,0,0,1,0,month-to-month,1,electronic check,35.9,973.65,1,0,1.1966666666666665,2,1005.1999999999999
5698-bqjoh,1,female,0,no,no,9,1,1,fiber optic,0,0,0,0,1,1,month-to-month,0,electronic check,94.4,857.25,1,1,3.146666666666667,5,849.6
5699-bncas,0,male,1,no,no,71,1,1,no,0,0,0,0,0,0,two year,1,mailed check,24.65,1766.75,0,1,0.8216666666666667,2,1750.1499999999999
5701-guxdc,0,female,0,yes,no,26,0,0,dsl,1,0,1,0,0,0,one year,0,credit card (automatic),35.4,978.6,1,0,1.18,3,920.4
5701-svcwr,0,female,0,no,yes,1,1,1,no,0,0,0,0,0,0,month-to-month,0,mailed check,24.0,24.0,0,1,0.8,2,24.0
5701-yvsvf,0,female,1,yes,no,11,1,0,fiber optic,0,0,0,1,1,0,month-to-month,1,electronic check,82.9,880.05,1,1,2.7633333333333336,4,911.9000000000001
5701-zikje,0,male,0,no,no,13,1,0,dsl,0,0,0,1,0,0,month-to-month,1,mailed check,50.55,610.75,1,1,1.6849999999999998,3,657.15
5702-kvqrd,0,male,0,yes,no,71,1,0,dsl,1,0,1,1,1,1,two year,1,electronic check,82.55,5832.65,1,1,2.7516666666666665,7,5861.05
5702-skuob,0,female,0,yes,no,4,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,19.6,93.45,0,1,0.6533333333333334,1,78.4
5707-orndz,1,male,1,no,no,9,1,1,dsl,1,0,0,0,0,0,month-to-month,0,electronic check,54.55,494.05,1,1,1.8183333333333331,4,490.95
5707-zmdjp,0,male,0,yes,yes,53,1,0,dsl,1,1,0,1,1,0,two year,1,mailed check,69.7,3729.6,1,1,2.3233333333333333,6,3694.1000000000004
5708-evonk,1,female,0,yes,yes,58,1,1,fiber optic,1,1,0,0,0,1,month-to-month,1,bank transfer (automatic),93.4,5435.6,1,1,3.1133333333333337,6,5417.200000000001
5709-lvoeq,0,female,0,yes,yes,0,1,0,dsl,1,1,1,0,1,1,two year,0,mailed check,80.85,,1,1,2.695,7,0.0
5712-ahqnn,0,female,0,no,no,43,1,0,fiber optic,0,1,1,0,1,0,month-to-month,1,electronic check,91.65,3954.1,1,1,3.055,5,3940.9500000000003
5712-ptiww,1,male,0,no,no,2,1,0,fiber optic,0,0,1,1,0,0,month-to-month,1,electronic check,79.85,152.45,1,1,2.6616666666666666,4,159.7
5712-vboxd,0,female,0,no,no,4,1,0,no,0,0,0,0,0,0,month-to-month,1,credit card (automatic),20.15,68.45,0,1,0.6716666666666666,1,80.6
5716-ezxzn,0,female,0,yes,yes,65,1,1,fiber optic,1,1,0,1,1,0,two year,1,credit card (automatic),99.05,6416.7,1,1,3.3016666666666667,7,6438.25
5716-libjc,0,female,0,no,yes,13,1,1,fiber optic,0,1,1,0,1,1,one year,1,credit card (automatic),104.15,1299.1,1,1,3.4716666666666667,7,1353.95
5724-bidbu,0,male,0,yes,no,49,1,1,dsl,1,0,0,0,0,0,one year,1,electronic check,55.35,2633.95,1,1,1.845,4,2712.15
5726-cvnya,0,female,0,yes,yes,8,1,0,no,0,0,0,0,0,0,two year,1,mailed check,19.85,146.6,0,1,0.6616666666666667,1,158.8
5727-myate,0,male,0,yes,yes,72,1,1,dsl,1,1,1,1,1,1,two year,1,credit card (automatic),90.8,6397.6,1,1,3.0266666666666664,9,6537.599999999999
5729-klzar,1,female,0,yes,yes,4,1,0,fiber optic,0,0,0,0,0,1,month-to-month,0,electronic check,80.85,302.75,1,1,2.695,3,323.4
5730-dbdsi,0,male,0,no,no,66,1,0,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),19.7,1253.8,0,1,0.6566666666666666,1,1300.2
5730-riito,0,female,1,no,no,43,0,0,dsl,1,1,0,0,0,0,month-to-month,1,credit card (automatic),33.45,1500.25,1,0,1.115,3,1438.3500000000001
5732-ikgqh,0,male,1,yes,no,52,1,0,fiber optic,1,0,1,1,1,1,one year,1,bank transfer (automatic),104.45,5481.25,1,1,3.481666666666667,7,5431.400000000001
5734-ejkxg,0,female,0,no,no,61,1,1,fiber optic,1,1,1,1,1,1,one year,1,electronic check,118.6,7365.7,1,1,3.953333333333333,9,7234.599999999999
5736-yejax,0,male,0,no,yes,69,1,1,dsl,1,1,1,1,1,0,two year,1,credit card (automatic),79.45,5502.55,1,1,2.6483333333333334,8,5482.05
5740-yhgtw,0,male,0,yes,yes,70,1,1,fiber optic,1,1,0,0,1,0,month-to-month,1,credit card (automatic),97.55,6669.05,1,1,3.2516666666666665,6,6828.5
5743-khmna,0,male,0,no,no,71,1,1,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),25.55,1898.1,0,1,0.8516666666666667,2,1814.05
5747-pmbsq,1,male,1,yes,no,10,1,0,fiber optic,0,1,1,1,1,0,month-to-month,1,mailed check,92.5,934.1,1,1,3.0833333333333335,6,925.0
5748-rncjt,1,male,0,no,no,69,1,1,fiber optic,0,0,1,1,1,1,two year,1,bank transfer (automatic),106.5,7348.8,1,1,3.55,7,7348.5
5751-usdbl,0,male,0,yes,yes,46,1,0,dsl,1,0,1,1,1,1,two year,0,mailed check,81.0,3846.35,1,1,2.7,7,3726.0
5753-qqwpw,0,female,0,no,no,28,1,0,dsl,1,1,0,1,0,0,one year,1,electronic check,59.9,1654.7,1,1,1.9966666666666666,5,1677.2
5756-jyojt,0,female,0,no,no,11,1,0,dsl,0,0,1,1,0,1,one year,0,credit card (automatic),64.9,697.25,1,1,2.1633333333333336,5,713.9000000000001
5756-ozrio,0,male,1,yes,no,61,1,1,dsl,0,1,0,0,0,1,one year,0,bank transfer (automatic),64.05,3902.6,1,1,2.135,5,3907.0499999999997
5759-rcvcb,1,female,0,no,no,3,0,0,dsl,0,0,0,0,1,0,month-to-month,0,credit card (automatic),35.2,108.95,1,0,1.1733333333333333,2,105.60000000000001
5760-fxfvo,0,male,0,no,no,6,1,0,fiber optic,1,1,0,0,0,0,month-to-month,1,electronic check,78.95,494.95,1,1,2.631666666666667,4,473.70000000000005
5760-ifjoz,0,male,0,no,no,3,1,1,fiber optic,0,1,1,0,1,1,month-to-month,0,mailed check,107.95,313.6,1,1,3.5983333333333336,7,323.85
5760-wrahc,0,female,1,no,no,22,1,0,dsl,1,0,1,1,0,1,month-to-month,1,mailed check,69.75,1545.4,1,1,2.325,6,1534.5
5761-byyza,0,female,0,yes,yes,38,1,0,no,0,0,0,0,0,0,one year,0,credit card (automatic),19.6,763.1,0,1,0.6533333333333334,1,744.8000000000001
5762-tjxgk,0,female,0,no,no,52,0,0,dsl,1,1,1,0,1,1,two year,1,bank transfer (automatic),58.75,3038.55,1,0,1.9583333333333333,6,3055.0
5766-ftrts,0,male,0,yes,no,72,1,0,dsl,1,1,1,1,1,1,two year,0,mailed check,84.45,6033.1,1,1,2.815,8,6080.400000000001
5766-rlnam,0,male,0,yes,no,72,1,1,fiber optic,1,1,1,1,1,1,two year,1,electronic check,115.55,8425.3,1,1,3.8516666666666666,9,8319.6
5766-xqxmq,1,female,0,no,no,29,1,0,dsl,1,1,1,0,0,1,month-to-month,1,bank transfer (automatic),68.85,1970.5,1,1,2.295,6,1996.6499999999999
5766-zjybb,1,male,0,no,no,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,19.4,19.4,0,1,0.6466666666666666,1,19.4
5774-qpltf,0,male,0,yes,yes,50,1,0,no,0,0,0,0,0,0,one year,1,mailed check,20.35,938.95,0,1,0.6783333333333333,1,1017.5000000000001
5774-xztqc,0,female,0,yes,yes,7,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.45,150.75,0,1,0.6816666666666666,1,143.15
5777-kjirb,0,female,0,no,no,40,1,0,dsl,0,0,1,0,0,0,one year,1,mailed check,50.25,2023.55,1,1,1.675,3,2010.0
5777-zpqnc,0,female,0,no,no,12,1,0,no,0,0,0,0,0,0,one year,0,electronic check,20.15,260.7,0,1,0.6716666666666666,1,241.79999999999998
5778-bvofb,0,female,0,no,no,9,1,0,dsl,0,0,0,1,1,0,month-to-month,1,bank transfer (automatic),59.5,530.05,1,1,1.9833333333333334,4,535.5
5780-inqik,0,female,0,no,no,8,1,0,dsl,0,0,0,1,0,0,month-to-month,0,electronic check,49.4,408.25,1,1,1.6466666666666667,3,395.2
5781-bkhop,0,female,0,yes,no,72,1,1,fiber optic,1,1,1,0,1,0,two year,0,bank transfer (automatic),100.65,7334.05,1,1,3.355,7,7246.8
5781-rfzrp,0,male,0,yes,no,71,1,1,dsl,1,1,0,1,1,0,two year,0,credit card (automatic),73.5,5357.75,1,1,2.45,7,5218.5
5787-kxgiy,0,male,0,yes,no,72,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),19.3,1304.8,0,1,0.6433333333333333,1,1389.6000000000001
5788-ypoeg,0,female,0,yes,yes,34,1,0,dsl,1,1,1,1,1,1,two year,0,mailed check,84.75,2839.45,1,1,2.825,8,2881.5
5789-ldfxo,0,male,0,no,no,24,1,1,no,0,0,0,0,0,0,one year,0,electronic check,24.6,592.65,0,1,0.8200000000000001,2,590.4000000000001
5791-kajfd,0,female,0,yes,yes,56,1,1,dsl,1,0,1,0,0,1,one year,1,bank transfer (automatic),68.75,3808.0,1,1,2.2916666666666665,6,3850.0
5792-jalqc,0,female,1,no,no,52,1,1,dsl,1,0,1,0,0,0,two year,0,bank transfer (automatic),59.85,3103.25,1,1,1.995,5,3112.2000000000003
5793-yoljn,0,female,0,yes,yes,55,1,0,no,0,0,0,0,0,0,two year,0,mailed check,21.0,1210.3,0,1,0.7,1,1155.0
5795-bkoye,0,female,0,yes,yes,69,1,0,dsl,0,1,1,1,0,0,one year,0,bank transfer (automatic),59.1,4134.7,1,1,1.97,5,4077.9
5795-ktgud,0,female,0,yes,no,68,1,1,fiber optic,1,1,1,0,1,1,two year,1,bank transfer (automatic),110.8,7553.6,1,1,3.6933333333333334,8,7534.4
5797-apwzc,1,female,0,no,no,1,1,0,fiber optic,0,0,0,0,1,1,month-to-month,0,electronic check,90.6,90.6,1,1,3.02,4,90.6
5799-jrczo,0,female,0,no,yes,63,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),19.5,1215.1,0,1,0.65,1,1228.5
5802-adbrc,0,female,0,yes,no,50,1,1,fiber optic,1,0,1,0,1,1,one year,1,mailed check,104.4,5232.9,1,1,3.48,7,5220.0
5803-nqjzo,0,male,0,yes,no,72,1,1,dsl,1,1,1,1,0,0,two year,1,bank transfer (automatic),67.8,4804.65,1,1,2.26,7,4881.599999999999
5804-hyiez,0,male,0,yes,yes,70,1,1,fiber optic,1,1,0,0,1,1,month-to-month,1,electronic check,106.05,7554.05,1,1,3.5349999999999997,7,7423.5
5804-jmyio,0,female,0,yes,yes,39,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.75,757.95,0,1,0.6583333333333333,1,770.25
5804-lepim,1,female,1,no,no,2,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,70.35,139.05,1,1,2.3449999999999998,2,140.7
5808-totxo,0,female,0,no,yes,3,1,0,no,0,0,0,0,0,0,one year,1,credit card (automatic),20.55,57.4,0,1,0.685,1,61.650000000000006
5811-iwxym,0,female,0,yes,yes,52,1,1,fiber optic,0,0,1,0,1,1,one year,0,bank transfer (automatic),101.25,5301.1,1,1,3.375,6,5265.0
5813-uecbu,1,male,1,no,no,33,1,1,fiber optic,0,1,1,0,0,0,month-to-month,1,credit card (automatic),83.85,2716.3,1,1,2.795,5,2767.0499999999997
5815-hgghv,0,male,0,yes,no,20,1,0,dsl,1,0,0,1,0,1,one year,1,mailed check,64.15,1274.45,1,1,2.1383333333333336,5,1283.0
5816-jmlgy,0,female,0,yes,yes,70,1,0,dsl,0,1,1,1,1,1,two year,1,bank transfer (automatic),80.4,5717.85,1,1,2.68,7,5628.0
5816-qvhrx,0,female,0,no,no,37,1,1,fiber optic,0,0,0,1,1,1,month-to-month,0,credit card (automatic),100.3,3541.4,1,1,3.3433333333333333,6,3711.1
5816-scgfc,0,female,1,no,no,7,1,0,dsl,0,1,0,0,0,0,month-to-month,1,mailed check,51.3,419.35,1,1,1.71,3,359.09999999999997
5820-ptrym,0,female,1,yes,no,56,1,1,dsl,1,1,1,1,0,0,one year,1,credit card (automatic),68.45,4014.0,1,1,2.2816666666666667,7,3833.2000000000003
5821-mmeil,0,female,0,yes,no,57,1,0,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),19.9,1115.6,0,1,0.6633333333333333,1,1134.3
5825-xjocm,0,male,0,no,yes,48,1,1,dsl,1,1,1,0,0,0,one year,1,bank transfer (automatic),64.4,3035.35,1,1,2.146666666666667,6,3091.2000000000003
5827-mwczk,0,male,0,yes,yes,56,1,1,fiber optic,0,1,0,1,1,0,month-to-month,1,credit card (automatic),96.95,5432.2,1,1,3.231666666666667,6,5429.2
5828-avipd,1,male,0,yes,yes,19,1,1,fiber optic,0,0,0,1,1,1,one year,1,electronic check,100.95,1875.55,1,1,3.365,6,1918.05
5828-dwpil,0,male,1,yes,no,62,1,1,fiber optic,1,1,1,0,0,0,month-to-month,1,electronic check,89.1,5618.3,1,1,2.9699999999999998,6,5524.2
5829-nvsqn,0,female,0,yes,no,23,1,0,dsl,1,0,1,1,0,1,one year,1,bank transfer (automatic),68.75,1689.45,1,1,2.2916666666666665,6,1581.25
5832-exgtt,0,male,0,yes,yes,29,1,0,dsl,1,0,0,0,0,1,month-to-month,1,mailed check,60.2,1834.15,1,1,2.006666666666667,4,1745.8000000000002
5832-trlpb,0,male,0,no,no,29,1,0,dsl,0,0,1,1,1,1,one year,1,bank transfer (automatic),75.35,2243.9,1,1,2.5116666666666663,6,2185.1499999999996
5832-xkaes,1,male,0,no,no,2,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,credit card (automatic),69.8,134.7,1,1,2.3266666666666667,2,139.6
5834-aspwa,1,male,0,no,no,1,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,75.45,75.45,1,1,2.515,3,75.45
5835-beqeu,1,male,0,no,no,3,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,76.95,228.4,1,1,2.565,3,230.85000000000002
5837-lxsdn,0,female,0,yes,yes,21,1,0,dsl,0,1,0,0,1,0,one year,1,credit card (automatic),58.85,1215.45,1,1,1.9616666666666667,4,1235.8500000000001
5839-suyvz,0,male,0,no,no,16,1,0,fiber optic,0,0,0,1,0,0,month-to-month,1,credit card (automatic),74.55,1170.5,1,1,2.485,3,1192.8
5840-nvdcg,0,female,0,yes,yes,16,1,0,dsl,1,1,0,1,0,1,two year,0,bank transfer (automatic),68.25,1114.85,1,1,2.275,6,1092.0
5842-pocop,1,female,0,yes,no,5,1,0,fiber optic,1,0,1,0,0,1,month-to-month,1,mailed check,88.9,454.15,1,1,2.9633333333333334,5,444.5
5843-tthgi,0,female,0,no,no,18,1,0,dsl,0,0,1,0,0,0,month-to-month,1,mailed check,50.0,892.7,1,1,1.6666666666666667,3,900.0
5844-qvtat,0,female,0,yes,yes,33,1,0,dsl,1,1,1,0,0,0,one year,1,mailed check,58.45,1955.4,1,1,1.9483333333333335,5,1928.8500000000001
5845-bzzib,0,male,0,yes,yes,35,1,0,no,0,0,0,0,0,0,two year,0,mailed check,20.1,655.3,0,1,0.67,1,703.5
5846-abobj,0,male,0,yes,no,71,1,1,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),24.45,1730.65,0,1,0.815,2,1735.95
5846-neqvz,0,male,0,yes,yes,71,1,0,dsl,1,0,1,1,0,1,two year,1,credit card (automatic),70.85,4973.4,1,1,2.3616666666666664,6,5030.349999999999
5846-qfdfi,0,female,0,yes,yes,33,1,1,fiber optic,0,1,1,1,0,0,month-to-month,0,credit card (automatic),88.6,2888.7,1,1,2.953333333333333,6,2923.7999999999997
5847-mxbeo,0,male,0,no,no,22,1,0,no,0,0,0,0,0,0,one year,0,mailed check,20.3,475.1,0,1,0.6766666666666666,1,446.6
5848-fhrfc,0,female,0,no,no,68,1,0,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),20.05,1386.9,0,1,0.6683333333333333,1,1363.4
5849-ashzj,0,male,0,no,yes,27,1,0,no,0,0,0,0,0,0,one year,0,credit card (automatic),20.05,552.9,0,1,0.6683333333333333,1,541.35
5850-bdwcy,0,female,0,no,no,6,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.2,123.65,0,1,0.6733333333333333,1,121.19999999999999
5854-ksrbj,0,male,0,yes,yes,70,1,1,no,0,0,0,0,0,0,two year,0,mailed check,25.4,1782.05,0,1,0.8466666666666666,2,1778.0
5855-eibde,0,female,0,yes,no,49,1,1,fiber optic,1,1,1,1,0,1,two year,0,credit card (automatic),106.65,5174.35,1,1,3.555,8,5225.85
5857-tybcj,0,male,1,yes,no,44,1,1,fiber optic,0,0,1,0,1,0,month-to-month,1,electronic check,89.2,4040.2,1,1,2.9733333333333336,5,3924.8
5857-xrecv,0,female,0,no,yes,2,1,0,no,0,0,0,0,0,0,one year,0,bank transfer (automatic),20.5,38.25,0,1,0.6833333333333333,1,41.0
5858-eafcz,0,male,0,no,no,1,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,44.45,44.45,1,1,1.4816666666666667,2,44.45
5859-hzylf,0,male,0,yes,yes,26,1,0,no,0,0,0,0,0,0,two year,1,credit card (automatic),19.15,515.75,0,1,0.6383333333333333,1,497.9
5862-brixz,0,male,0,no,no,46,0,0,dsl,1,0,1,1,1,1,two year,1,bank transfer (automatic),60.75,2893.4,1,0,2.025,6,2794.5
5863-ookcl,0,female,0,no,no,10,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,18.85,163.2,0,1,0.6283333333333334,1,188.5
5868-czjdr,1,male,0,no,yes,1,0,0,dsl,0,1,0,0,0,0,month-to-month,1,mailed check,31.35,31.35,1,0,1.0450000000000002,2,31.35
5868-ytyks,0,male,0,no,yes,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,20.25,20.25,0,1,0.675,1,20.25
5868-ywpdw,1,male,1,yes,no,6,1,0,fiber optic,0,1,0,0,0,1,month-to-month,1,electronic check,84.2,519.15,1,1,2.8066666666666666,4,505.20000000000005
5871-dgtxz,0,male,0,no,no,32,1,0,no,0,0,0,0,0,0,one year,0,mailed check,19.8,607.7,0,1,0.66,1,633.6
